"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"belum katanya tahun depan. hehe","0","0","2025-01-20T13:54:59.000Z","feyprabu","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","6874540781346522114","7461995777390494471","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/e689b6b7deba523951cd2d781026fcb3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=db59d376&x-expires=1764061200&x-signature=YZ%2F9TZy6IwboWVANh4lH%2BQgRYYs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Bang itu g real 1.2","0","0","2025-01-23T00:49:09.000Z","arsipdigital.id","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","6565106384504864769","7462906461292380933","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/fb89ac092e15797f5922143c44ff296a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=35a55e77&x-expires=1764061200&x-signature=5bOgwqM1iw%2FR956GIkjM0YHYiy4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"anggaran buat web 1,2 T = buat web 1jt sisanya masuk kantong, mana mungkin 1,2T loading lama bet 😂","0","0","2025-01-23T10:02:03.000Z","stayhappyman28","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","6841401199037907969","7463048924757377797","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/2c54e16c2ca4394b84b3d90618270a99~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0223acb3&x-expires=1764061200&x-signature=HrRxAZqBOtnmkDuaAc9B%2BmjSrtU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kebanyakan di UP itu project...","0","0","2025-01-22T22:44:06.000Z","djokomulyono4050","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","6999880869746508827","7462874059132486418","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/cb06f09b696fb98e307bd2af100dbca9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3b13b2ef&x-expires=1764061200&x-signature=jhbqoah1RKZ1hrHOTLgyAJrjHsw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"samaaaaaa, aku longgarnya siang kan mau buka coretax sambil puasa rasanyaaaaa mau mengumpaaat","0","0","2025-03-13T13:05:49.000Z","khusnulnurmahmuda","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7276991030805054470","7481279536908387073","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7276992415265095686~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d0e5444c&x-expires=1764061200&x-signature=7VICavy0%2F2k8CiTm4YAg6XspHbs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"kalo biaya nya dikit lak gak bisa dikorup...","0","0","2025-02-16T05:26:28.000Z","ferrytan31","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6961992726952068097","7471884029446570753","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7332509013520678920~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d4807e45&x-expires=1764061200&x-signature=6DWlsfGDHORWEvWxpyAebHdoj4o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"1.2 T masuk kantong pejabat","0","0","2025-02-22T22:08:47.000Z","eds68_","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6552907669753118721","7474368817913660168","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/dfb11bad8ed473db77ba938e00e715a6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1c2916c0&x-expires=1764061200&x-signature=%2BwNGSVDBw%2Fs3KTOtLMQMQcTEVPs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"🥺 bikin wp stress. belum lagi mikirin operasional ya kan","0","0","2025-02-22T10:11:20.000Z","satuenamduanol","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6569143518513168385","7474183964137587474","https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=000d0a18&x-expires=1764061200&x-signature=W%2BfvumTbJPhUj8Xz3zbhIwxdL4I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"gimana spt tahunan badan akhir April nanti ya 😂","0","0","2025-03-22T05:21:45.000Z","adhifrds","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6821693062092637186","7484424412641477394","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/83907ed658f7f76f64f42d5b1131b815~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=80810dd6&x-expires=1764061200&x-signature=v3O61d1%2F1MXu6WW4G3sG5pOoY2E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"sampai skrng blm bayar pajak karna coretax bikin pusing bikin emosi","0","0","2025-03-05T08:10:35.000Z","syarifhidayattullahs.pd","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6835497229844874242","7478234746554024724","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7333573533207330823~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c915d457&x-expires=1764061200&x-signature=aZoefI%2FK609ZVAZfm5Zo9RQuQ%2B4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"sebentar lagi di kaji ulang","0","0","2025-02-21T06:47:55.000Z","pemburu33","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7445107202492679224","7473760447836996359","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9acf3c35226a23c5740327e8eb3b6776~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=48ffb753&x-expires=1764061200&x-signature=gNyipOTLQIVpBrbiP44ZlDphUOQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"entah yang develop webnya siapa :) hire gua plis pemerintah, sama tmn tmn gua atau orang lain yang bisa lebih baik untuk developnya.","0","0","2025-02-21T00:50:42.000Z","lozrakenai","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6909662579497534466","7473668321037910804","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/fbd858992ea8eef53e42616c95b64193~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=3bdfcadb&x-expires=1764061200&x-signature=t%2BswJyexC3eYseDmfqFwL3ntFvI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"deepseek mah lewat.
😇","0","0","2025-02-23T01:57:32.000Z","qentakmon","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6889894019432023042","7474427708882961157","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/2ef99e0c7253092adb487d215346c0f3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5e8bd1eb&x-expires=1764061200&x-signature=N0q%2FB%2BC9gT6OX2SjK5GDrzPwgLo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"jujur mau bayar pajak aku bingung sendiri cara make coretax😭","0","0","2025-02-16T14:35:32.000Z","kana789_","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6754715606648194050","7472025472253051653","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/645bf6369e69fa7d5c6bc4fc0b2cf195~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=83e0e813&x-expires=1764061200&x-signature=vt0%2ButtRTbrACZ%2BkcN7hznuaJwk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Tak sholawatin sih kalau buka coretax.... Alhamdulillah Mayan lancar kalau buka nya pagi 😂😂","0","0","2025-02-15T21:09:09.000Z","handayanighassania","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6809590377709224961","7471755804254061330","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7331144349725491218~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5e4b76fc&x-expires=1764061200&x-signature=C5LlEUYef%2Bn5STK1yvOQop%2BHfLI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Bolak-balik ke KPP….orang KPP pun ngga bisa apa-apa karena sistem down dari pusat..kasihan kami kasihan orang kpp. Udah bisa log in sih tapi selanjutnya loading tiada akhir 😵‍💫","0","0","2025-02-16T13:15:31.000Z","elhaya053","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7360250786598945809","7472004935040566024","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b19207378a3c4d7226049b7c0682f01c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7ec363ac&x-expires=1764061200&x-signature=QOwqBiNYuK02maaDKzVSXBNUgj4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"hati hati di take down kak 😅atau disenggol ama DJP 😌","0","0","2025-02-17T11:09:35.000Z","wisery.yang","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7358413098086188038","7472343541878063890","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4ff03e69e68eaccdaf2b756596ab38f1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f0d22ddb&x-expires=1764061200&x-signature=CHCiW61D6qdzKzORAbAPi3DJlCI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"udah ko nyerah aja, saya aja nyerah muter terusssssss tu coretax","0","0","2025-03-08T04:52:05.000Z","kunyukunyu.studio","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7404508393388049414","7479296899854828295","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/106049ad23d1d0c7eb5513a9f11aaf13~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=910b9299&x-expires=1764061200&x-signature=Q456cmsoRrC6m8LXn3jtG2gWEBw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"ijin ya reshare kk","0","0","2025-02-20T23:49:15.000Z","diskusi_yuks","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6645733014239543298","7473652516572906246","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7332755750835453970~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cbb3034b&x-expires=1764061200&x-signature=qiiiIJEaN8i7jHslVsa5E5f7hUA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"berpikir pegawai pajaknya,gimna cara ambil korupsinya dulu...","0","0","2025-02-23T19:55:31.000Z","tu_denra","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7322909741780485126","7474705580268061458","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/71512c7c984e0503785c55a3d3eb3cc9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fa6cb125&x-expires=1764061200&x-signature=G2RRcUoaVA8MRIY3TzbPxHrf2EQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"iyahh anjirt","0","0","2025-02-20T17:15:21.000Z","zuperwind","https://www.tiktok.com/@raymondchins/video/7470807249930226999","7295350759612269570","7473551032623399735","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/bda3f3949b66b8acd3d34b679484bd4b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ffd5a08c&x-expires=1764061200&x-signature=vj%2FAEMXD7i7WnsivnYkdsrDj52c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Oke gas oke gas omon omon gas","0","0","2025-02-16T03:24:01.000Z","kibokibooo","https://www.tiktok.com/@raymondchins/video/7470807249930226999","6885235353047188482","7471852502775726869","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/e7879d58b9078d106783605d1931c957~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1d4ba03b&x-expires=1764061200&x-signature=dtvzS0tJC8Q3dS%2BYvGDuMDXKhBQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"aku korban penipuan coretax 27/03/2025
awal sy di WA org pajak dan download aplikasi coretax... hati' penipuan","0","0","2025-10-25T13:16:09.000Z","chagiyapypy","https://www.tiktok.com/@tempo.co/video/7461568803072216327","7071962094354891777","7565147507458736916","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/48ed70c3dfda22365e506d9945490f98~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4c2fbfee&x-expires=1764061200&x-signature=KgRyhPusV2lLa3jckbSLkEthyCE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"ini gimana kk.
tolong kk","0","0","2025-11-19T10:47:05.000Z","mlnarfki2","https://www.tiktok.com/@pajakcurup/video/7563597199632796949","7058142404072031259","7574386205186523925","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b1be5bf1d38b8031a4a30a8944cfdddd~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f6c1730e&x-expires=1764061200&x-signature=gH2yQFTgL1KEaZdObMHV9j7C5fo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1"
"Kalau aku nomorhpku tdk terdaftar","0","0","2025-11-08T06:17:08.000Z","inikakwantisaja","https://www.tiktok.com/@pajakcurup/video/7563597199632796949","6785374971725382658","7570234699462099719","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/87c8cf4cec60b8bbedb3940704bf2ebd~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=4fc9cf08&x-expires=1764061200&x-signature=t16gOmhcXuhMWYgSBTQ1mEjQc7c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1"
"masih bagusan web mirror komik 😂","0","0","2025-02-01T10:19:31.000Z","gadgetguruone","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","6780980915268568065","7466393134613971717","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/704fdc89016dcfac514ccff94da6021a~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=8a02c9e3&x-expires=1764061200&x-signature=acHrNzr8GVSuZ8jCz6mOWd%2B71KE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"sumpahhh gw ngakak liat konten ini.. krn terwakilkan perasaan gw .🤣🤣🤣","0","1","2025-01-22T14:24:46.000Z","novita.wati80","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","7314371096479646727","7462745646782006017","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7314663877596659717~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=6977c75d&x-expires=1764061200&x-signature=FUNemMJ8bz8Cfd2XhESTMN0p0qw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"bang pertama nih, sapa dong🥰","1","0","2025-01-20T09:25:50.000Z","abyn.dns01","https://www.tiktok.com/@davidalfasunarna/video/7461925862305385734","7357989992038286342","7461926346367206161","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4a675e753f721f84a5482468d7ed7ccb~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=e41ef10e&x-expires=1764061200&x-signature=eBa8%2F5fVyn9I%2BcS%2FioDWBaHxZ3o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"jgn2 proyek cortex sm seperti proyek E-ktp","0","0","2025-02-07T05:07:37.000Z","fierman2020","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","81884122716","7468539396909859585","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/560df814cb7ed51d04cd8e7f13569ee7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6b9580f3&x-expires=1764061200&x-signature=DIcJAbfwcf4PlSj1B4dU5s7Zt6I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"gawendeng","0","0","2025-02-11T14:13:13.000Z","tgttk8","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","6815659050627613698","7470164378765148944","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/aa182d6c4cdd0722717f3a50abc4fbb5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b91408dd&x-expires=1764061200&x-signature=SLI2cN7eO1Om9U5%2FmMj%2B6%2FP3GdA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"🥺 1,3 triliun","0","0","2025-02-13T16:47:29.000Z","youngofficial_85","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","6704621748245529601","7470946278823461639","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/8d91b5101d328e3cc6c79bde857b737c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ec3b12c4&x-expires=1764061200&x-signature=Tyc3NKhAdac%2BCbIXKAg6Ro3w35M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"MANA SI CORETAX"" ITU KAGA SUPPORT DI MACBOOK","0","0","2025-02-06T14:34:32.000Z","siap200p","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","6911916485742347266","7468314442481189650","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/2fe4a9ec56c9d431c2372d4c2a83c16f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6375096e&x-expires=1764061200&x-signature=52mkhVf4DsX8CFZUWYT%2BGrtEk4A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"wkkwkwkwkwkkwkw abang ini lhooooo.... sisa nya kan ke kas masing2","0","0","2025-02-11T10:28:36.000Z","mr.dzx","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","7278639545548686338","7470106438671057671","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/6b997f31b61ef4c67765304fddb56dd2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e22e0afa&x-expires=1764061200&x-signature=c5avNcF4rq%2FCNWqcT0%2BLzGPYefI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"coba aja masukin proposal saat tender bang wkw","0","0","2025-02-11T10:23:23.000Z","sahamku_01","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","6802722436149462017","7470105076026311442","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/00dc5c6e721570fa9c50f6a62b1054a1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=254672fb&x-expires=1764061200&x-signature=%2FKf%2B1ScJcRRUIZSnFK1qTrBLs%2FY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"ibu sri blng mnta maaf, 😁","0","0","2025-02-14T15:40:22.000Z","eical.akbar","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","6618696527240282114","7471300075698799368","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/f6e761420325a6fb7f43a96856cfd8b6~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6ff9e74c&x-expires=1764061200&x-signature=9XXcvKizf616fQ2kIaaVUws739w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"ubur-ubur
ikan lele
duit buat bikin aplikasi coretax
masuk saku sana sini le hehehe","0","0","2025-02-13T12:03:18.000Z","langit._21","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","7019603891935626267","7470873043570230024","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3a9f8e9c5380815fccd9592d24016d91~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=edb88d1b&x-expires=1764061200&x-signature=zy7NDnjwrKao7MeqXlT9sykEVlI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"pake react bukannya malah bisa bikin aplikasinya makin murah ya? manpower yang available di market aja mayoritas react/vue","0","0","2025-02-09T21:32:57.000Z","komunic3","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","7323504603411088389","7469535351183721223","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/453fa659bc9b45267f9b7ee63da6914e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=5025a20e&x-expires=1764061200&x-signature=3%2F%2Bp9KoWcRAcX4fqwLeqNlPRNVY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"biyuhhh😳","0","0","2025-02-13T13:41:44.000Z","user90833778738146","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","7313467289121915912","7470898321378542341","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/bd9e5d59620ba0810bd51a45c5a2d20c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4cf7f6ef&x-expires=1764061200&x-signature=gOkjmExb5xtFDZ6hnBGaTNAg%2BXI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"gk ada yg berani usut biaya itu","0","0","2025-02-10T08:29:40.000Z","anwar.proda","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","7272274794526819333","7469704716839715592","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7272275308966445062~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=18ed86fc&x-expires=1764061200&x-signature=03GicGaygYK%2FsXGcgwVrKbjSGkY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Ternyata makin mahal, makin ribet.","0","0","2025-02-09T22:58:40.000Z","sukarmanardi","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","6959899787920409602","7469557484450136840","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/7dd1538c4d1a3f15b32091c1c1cf5d9f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2704e28a&x-expires=1764061200&x-signature=o97B%2BetfwkcIxz5EVvCM4zXWNTw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"padahal ada pak nadiem, kenapa ga nanya cara bikin aplikasi yg bener 😭😭","0","0","2025-02-13T08:30:37.000Z","manawikanggo","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","6869125362418631682","7470818218438705927","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/f85f35fea15750a3ceb03609117ea41a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7257fec5&x-expires=1764061200&x-signature=Zcl7NhMrzu6qs7iLR5OJkylz3zU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"KPK koq diam ?","0","0","2025-02-11T09:51:12.000Z","peac3x","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","6822928966908019714","7470096745973007110","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/d1f05ca00e9094bd755e7e062632ef4d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=24d7a548&x-expires=1764061200&x-signature=wA31Gxr%2FN6iuDyjIGPnTcB71zq8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"pangkas indo","0","0","2025-02-12T12:58:48.000Z","mhakimie98","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","6567249439446335489","7470516262730007313","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8275b3159ba52bbe86ca7c8c7c979116~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a2832402&x-expires=1764061200&x-signature=k5JtIRBsvfwwx0LaBo4fjBXC3BI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"ini yg disebut efisiensi??","0","0","2025-02-08T15:05:51.000Z","thursday.011","https://www.tiktok.com/@fuaditrockz/video/7466038396771683590","6913707686526370817","7469064683862098696","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/f2d25c893d77073caccb5542a13cf5e3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=57607232&x-expires=1764061200&x-signature=QOwzp2HAkhRKqpECAQ8%2FKDrbD64%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"indonesia mah gak heran😂","0","0","2025-02-17T14:43:24.000Z","devrilz","https://www.tiktok.com/@miliardermudaindonesia/video/7468627236439002373","6870019196198192130","7472398652758917906","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/77c82f78bba533766ed940aa8782e074~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0d541149&x-expires=1764061200&x-signature=1clbNp8QfPeNTFEtpazkSNCaXUU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Di gelapkan kak","0","0","2025-02-15T11:59:24.000Z","rizkiadty_","https://www.tiktok.com/@miliardermudaindonesia/video/7468627236439002373","7039654129870488578","7471614239934219009","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7327213357735297026~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=068b622c&x-expires=1764061200&x-signature=3BZQqbD7k6LBVA64P8DGc3z0n%2BA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"jgn blng msk rekening coretax, smg bener bener dialokasikan dgn benar","0","0","2025-02-14T14:46:56.000Z","jefribulo","https://www.tiktok.com/@miliardermudaindonesia/video/7468627236439002373","6560952099915300865","7471286291533284103","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/a7b7e1e209e86304e588e47f1263fb2a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c61d4b93&x-expires=1764061200&x-signature=Ul%2BONvyKdwtm%2BR9ch6r2fkKIpPU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Share share lah…","0","0","2025-02-13T17:13:22.000Z","tianopanbiya2001","https://www.tiktok.com/@miliardermudaindonesia/video/7468627236439002373","7049453648800662533","7470952977814356754","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7326226016202915841~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c0e2701e&x-expires=1764061200&x-signature=xJEbd6r5fQafRtyEntfSVtPf5vU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
